Material,Space group,Crystal Type,Band gap,stoichiometry,media_Z,media_pon_Z,max_Z,min_Z,desvio_Z,desvio_pon_Z,media_Electronegativity,media_pon_Electronegativity,max_Electronegativity,min_Electronegativity,desvio_Electronegativity,desvio_pon_Electronegativity,media_IonizationPotential,media_pon_IonizationPotential,max_IonizationPotential,min_IonizationPotential,desvio_IonizationPotential,desvio_pon_IonizationPotential,media_ElectronAffinity,media_pon_ElectronAffinity,max_ElectronAffinity,min_ElectronAffinity,desvio_ElectronAffinity,desvio_pon_ElectronAffinity,media_HOMO,media_pon_HOMO,max_HOMO,min_HOMO,desvio_HOMO,desvio_pon_HOMO,media_LUMO,media_pon_LUMO,max_LUMO,min_LUMO,desvio_LUMO,desvio_pon_LUMO,media_r_s_orbital,media_pon_r_s_orbital,max_r_s_orbital,min_r_s_orbital,desvio_r_s_orbital,desvio_pon_r_s_orbital,media_r_p_orbital,media_pon_r_p_orbital,max_r_p_orbital,min_r_p_orbital,desvio_r_p_orbital,desvio_pon_r_p_orbital,media_r_d_orbital,media_pon_r_d_orbital,max_r_d_orbital,min_r_d_orbital,desvio_r_d_orbital,desvio_pon_r_d_orbital,media_r_atomic_nonbonded,media_pon_r_atomic_nonbonded,max_r_atomic_nonbonded,min_r_atomic_nonbonded,desvio_r_atomic_nonbonded,desvio_pon_r_atomic_nonbonded,media_r_valence_lastorbital,media_pon_r_valence_lastorbital,max_r_valence_lastorbital,min_r_valence_lastorbital,desvio_r_valence_lastorbital,desvio_pon_r_valence_lastorbital,media_r_covalent,media_pon_r_covalent,max_r_covalent,min_r_covalent,desvio_r_covalent,desvio_pon_r_covalent,media_Valence,media_pon_Valence,max_Valence,min_Valence,desvio_Valence,desvio_pon_Valence,media_PeriodicColumn,media_pon_PeriodicColumn,max_PeriodicColumn,min_PeriodicColumn,desvio_PeriodicColumn,desvio_pon_PeriodicColumn,media_PeriodicColumn_upto18,media_pon_PeriodicColumn_upto18,max_PeriodicColumn_upto18,min_PeriodicColumn_upto18,desvio_PeriodicColumn_upto18,desvio_pon_PeriodicColumn_upto18,media_NumberUnfilledOrbitals,media_pon_NumberUnfilledOrbitals,max_NumberUnfilledOrbitals,min_NumberUnfilledOrbitals,desvio_NumberUnfilledOrbitals,desvio_pon_NumberUnfilledOrbitals,media_Polarizability,media_pon_Polarizability,max_Polarizability,min_Polarizability,desvio_Polarizability,desvio_pon_Polarizability
Ag2Te2,P-1,AB-2-i,0.0,AB,49.5,49.5,52,47,2.5,2.5,2.015,2.015,2.1,1.93,0.08500000000000008,0.08500000000000008,-8.7571,-8.7571,-7.8182,-9.696,0.9388999999999998,0.9388999999999998,-1.85965,-1.85965,-1.2721,-2.4472,0.58755,0.58755,-5.17695,-5.17695,-4.4022,-5.9517,0.77475,0.77475,2.4769,2.4769,3.9881,0.9657,1.5112,1.5112,1.1369,1.1369,1.3241,0.9497,0.18720000000000003,0.18720000000000003,1.2835999999999999,1.2835999999999999,1.418,1.1492,0.13439999999999996,0.13439999999999996,0.48895,0.48895,0.5486,0.4293,0.05964999999999998,0.05964999999999998,1.44,1.44,1.53,1.35,0.08999999999999998,0.08999999999999998,1.23665,1.23665,1.3241,1.1492,0.08745000000000003,0.08745000000000003,1.415,1.415,1.45,1.38,0.03500000000000003,0.03500000000000003,13.5,13.5,16.0,11.0,2.5,2.5,3.5,3.5,6.0,1.0,2.5,2.5,13.5,13.5,16.0,11.0,2.5,2.5,1.5,1.5,2.0,1.0,0.5,0.5,44.75,44.75,52.5,37.0,7.75,7.75
AlN,P-6m2,AB-187-df,2.892540351109037,AB,10.0,10.0,13,7,3.0,3.0,2.325,2.325,3.04,1.61,0.7150000000000001,0.7150000000000001,-9.6416,-9.6416,-5.7176,-13.5656,3.924,3.924,-0.82025,-0.82025,0.0364,-1.6769,0.85665,0.85665,-4.9009,-4.9009,-2.712,-7.0898,2.1889000000000003,2.1889000000000003,3.6347499999999995,3.6347499999999995,4.1526,3.1169,0.5178499999999999,0.5178499999999999,0.8202,0.8202,1.1043,0.5361,0.2841,0.2841,0.9559500000000001,0.9559500000000001,1.3965,0.5154,0.44055000000000005,0.44055000000000005,1.46205,1.46205,1.7101,1.214,0.24805,0.24805,0.965,0.965,1.18,0.75,0.21499999999999997,0.21499999999999997,0.9559500000000001,0.9559500000000001,1.3965,0.5154,0.44055000000000005,0.44055000000000005,0.96,0.96,1.21,0.71,0.25,0.25,4.0,4.0,5.0,3.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,14.0,14.0,15.0,13.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,31.5,31.5,55.4,7.6,23.9,23.9
Al2S2,P4/mmm,AB-123-bd,0.0,AB,14.5,14.5,16,13,1.5,1.5,2.095,2.095,2.58,1.61,0.485,0.485,-8.7212,-8.7212,-5.7176,-11.7248,3.0035999999999996,3.0035999999999996,-1.28125,-1.28125,0.0364,-2.5989,1.31765,1.31765,-4.8602,-4.8602,-2.712,-7.0084,2.1481999999999997,2.1481999999999997,3.8781999999999996,3.8781999999999996,4.6395,3.1169,0.7613000000000001,0.7613000000000001,0.9258,0.9258,1.1043,0.7473,0.17850000000000005,0.17850000000000005,1.1229,1.1229,1.3965,0.8493,0.2736,0.2736,1.55175,1.55175,1.7101,1.3934,0.15835,0.15835,1.1,1.1,1.18,1.02,0.07999999999999996,0.07999999999999996,1.1229,1.1229,1.3965,0.8493,0.2736,0.2736,1.13,1.13,1.21,1.05,0.07999999999999996,0.07999999999999996,4.5,4.5,6.0,3.0,1.5,1.5,4.5,4.5,6.0,3.0,1.5,1.5,14.5,14.5,16.0,13.0,1.5,1.5,3.5,3.5,5.0,2.0,1.5,1.5,37.385,37.385,55.4,19.37,18.015,18.015
Al2Se2,P-6m2,AB-187-hi,1.9974652951471374,AB,23.5,23.5,34,13,10.5,10.5,2.08,2.08,2.55,1.61,0.46999999999999986,0.46999999999999986,-8.25575,-8.25575,-5.7176,-10.7939,2.5381500000000004,2.5381500000000004,-1.249,-1.249,0.0364,-2.5344,1.2854,1.2854,-4.61125,-4.61125,-2.712,-6.5105,1.89925,1.89925,3.9299,3.9299,4.7429,3.1169,0.813,0.813,0.952,0.952,1.1043,0.7997,0.15230000000000005,0.15230000000000005,1.1771500000000001,1.1771500000000001,1.3965,0.9578,0.21935000000000004,0.21935000000000004,0.9749,0.9749,1.7101,0.2397,0.7352,0.7352,1.17,1.17,1.18,1.16,0.010000000000000009,0.010000000000000009,1.1771500000000001,1.1771500000000001,1.3965,0.9578,0.21935000000000004,0.21935000000000004,1.205,1.205,1.21,1.2,0.0050000000000000044,0.0050000000000000044,9.5,9.5,16.0,3.0,6.5,6.5,4.5,4.5,6.0,3.0,1.5,1.5,14.5,14.5,16.0,13.0,1.5,1.5,3.5,3.5,5.0,2.0,1.5,1.5,40.82,40.82,55.4,26.24,14.58,14.58
Al2Te2,P4/mmm,AB-123-bd,0.0,AB,32.5,32.5,52,13,19.5,19.5,1.855,1.855,2.1,1.61,0.245,0.245,-7.706799999999999,-7.706799999999999,-5.7176,-9.696,1.9891999999999999,1.9891999999999999,-1.2054,-1.2054,0.0364,-2.4472,1.2418,1.2418,-4.33185,-4.33185,-2.712,-5.9517,1.6198499999999998,1.6198499999999998,3.5525,3.5525,3.9881,3.1169,0.4356000000000002,0.4356000000000002,1.0270000000000001,1.0270000000000001,1.1043,0.9497,0.07730000000000004,0.07730000000000004,1.27285,1.27285,1.3965,1.1492,0.12365000000000004,0.12365000000000004,1.0697,1.0697,1.7101,0.4293,0.6404,0.6404,1.2650000000000001,1.2650000000000001,1.35,1.18,0.08500000000000008,0.08500000000000008,1.27285,1.27285,1.3965,1.1492,0.12365000000000004,0.12365000000000004,1.295,1.295,1.38,1.21,0.08499999999999996,0.08499999999999996,9.5,9.5,16.0,3.0,6.5,6.5,4.5,4.5,6.0,3.0,1.5,1.5,14.5,14.5,16.0,13.0,1.5,1.5,3.5,3.5,5.0,2.0,1.5,1.5,46.2,46.2,55.4,37.0,9.2,9.2
GaAs,P-6m2,AB-187-bf,0.0,AB,32.0,32.0,33,31,1.0,1.0,1.995,1.995,2.18,1.81,0.18500000000000005,0.18500000000000005,-7.364750000000001,-7.364750000000001,-5.6321,-9.0974,1.73265,1.73265,-0.73805,-0.73805,0.1264,-1.6025,0.8644499999999999,0.8644499999999999,-3.8877499999999996,-3.8877499999999996,-2.5791,-5.1964,1.3086499999999999,1.3086499999999999,3.7353000000000005,3.7353000000000005,4.1976,3.273,0.46230000000000016,0.46230000000000016,0.9292499999999999,0.9292499999999999,1.0027,0.8558,0.07344999999999996,0.07344999999999996,1.1973500000000001,1.1973500000000001,1.344,1.0507,0.14665000000000006,0.14665000000000006,0.26735,0.26735,0.2823,0.2524,0.014949999999999991,0.014949999999999991,1.225,1.225,1.26,1.19,0.03500000000000003,0.03500000000000003,1.1973500000000001,1.1973500000000001,1.344,1.0507,0.14665000000000006,0.14665000000000006,1.205,1.205,1.22,1.19,0.015000000000000013,0.015000000000000013,14.0,14.0,15.0,13.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,14.0,14.0,15.0,13.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,40.6,40.6,51.4,29.8,10.799999999999999,10.799999999999999
Au2Br2,P-1,AB-2-i,0.48645923942184055,AB,57.0,57.0,79,35,22.0,22.0,2.75,2.75,2.96,2.54,0.20999999999999996,0.20999999999999996,-10.9443,-10.9443,-9.3842,-12.5044,1.5601000000000003,1.5601000000000003,-2.9146,-2.9146,-2.3142,-3.515,0.6004,0.6004,-6.8058,-6.8058,-5.7531,-7.8585,1.0527000000000002,1.0527000000000002,3.06085,3.06085,5.4193,0.7024,2.35845,2.35845,0.9894000000000001,0.9894000000000001,1.2274,0.7514,0.23800000000000004,0.23800000000000004,1.16015,1.16015,1.4369,0.8834,0.27675000000000005,0.27675000000000005,0.43584999999999996,0.43584999999999996,0.6436,0.2281,0.20775,0.20775,1.29,1.29,1.44,1.14,0.15000000000000002,0.15000000000000002,1.0554000000000001,1.0554000000000001,1.2274,0.8834,0.17200000000000004,0.17200000000000004,1.28,1.28,1.36,1.2,0.08000000000000007,0.08000000000000007,21.0,21.0,25.0,17.0,4.0,4.0,4.0,4.0,7.0,1.0,3.0,3.0,14.0,14.0,17.0,11.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,28.950000000000003,28.950000000000003,36.1,21.8,7.15,7.15
Au2I2,P-1,AB-2-i,0.8287802849483253,AB,66.0,66.0,79,53,13.0,13.0,2.6,2.6,2.66,2.54,0.06000000000000005,0.06000000000000005,-10.2379,-10.2379,-9.3842,-11.0916,0.8536999999999999,0.8536999999999999,-2.81585,-2.81585,-2.3142,-3.3175,0.5016499999999999,0.5016499999999999,-6.4185,-6.4185,-5.7531,-7.0839,0.6654,0.6654,2.4646,2.4646,4.2268,0.7024,1.7622,1.7622,1.0649,1.0649,1.2274,0.9024,0.16250000000000003,0.16250000000000003,1.2559,1.2559,1.4369,1.0749,0.18100000000000005,0.18100000000000005,0.5277499999999999,0.5277499999999999,0.6436,0.4119,0.11584999999999998,0.11584999999999998,1.385,1.385,1.44,1.33,0.05499999999999994,0.05499999999999994,1.15115,1.15115,1.2274,1.0749,0.07625000000000004,0.07625000000000004,1.375,1.375,1.39,1.36,0.014999999999999902,0.014999999999999902,21.0,21.0,25.0,17.0,4.0,4.0,4.0,4.0,7.0,1.0,3.0,3.0,14.0,14.0,17.0,11.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,35.35,35.35,36.1,34.6,0.75,0.75
Au2S2,P2/m,AB-10-fgm,1.2163392281134509,AB,47.5,47.5,79,16,31.5,31.5,2.56,2.56,2.58,2.54,0.020000000000000018,0.020000000000000018,-10.5545,-10.5545,-9.3842,-11.7248,1.1703000000000001,1.1703000000000001,-2.45655,-2.45655,-2.3142,-2.5989,0.14234999999999998,0.14234999999999998,-6.38075,-6.38075,-5.7531,-7.0084,0.62765,0.62765,2.67095,2.67095,4.6395,0.7024,1.96855,1.96855,0.98735,0.98735,1.2274,0.7473,0.24005000000000004,0.24005000000000004,1.1431,1.1431,1.4369,0.8493,0.2938,0.2938,1.0185,1.0185,1.3934,0.6436,0.3749,0.3749,1.23,1.23,1.44,1.02,0.20999999999999996,0.20999999999999996,1.03835,1.03835,1.2274,0.8493,0.18905,0.18905,1.205,1.205,1.36,1.05,0.15500000000000003,0.15500000000000003,15.5,15.5,25.0,6.0,9.5,9.5,3.5,3.5,6.0,1.0,2.5,2.5,13.5,13.5,16.0,11.0,2.5,2.5,1.5,1.5,2.0,1.0,0.5,0.5,27.735,27.735,36.1,19.37,8.365,8.365
Au2Se2,C2/m,AB-12-i,0.0,AB,56.5,56.5,79,34,22.5,22.5,2.545,2.545,2.55,2.54,0.004999999999999893,0.004999999999999893,-10.08905,-10.08905,-9.3842,-10.7939,0.7048500000000004,0.7048500000000004,-2.4243,-2.4243,-2.3142,-2.5344,0.11010000000000009,0.11010000000000009,-6.1318,-6.1318,-5.7531,-6.5105,0.37870000000000026,0.37870000000000026,2.72265,2.72265,4.7429,0.7024,2.02025,2.02025,1.01355,1.01355,1.2274,0.7997,0.21385000000000004,0.21385000000000004,1.1973500000000001,1.1973500000000001,1.4369,0.9578,0.23955000000000004,0.23955000000000004,0.44165,0.44165,0.6436,0.2397,0.20195,0.20195,1.2999999999999998,1.2999999999999998,1.44,1.16,0.14,0.14,1.0926,1.0926,1.2274,0.9578,0.13480000000000003,0.13480000000000003,1.28,1.28,1.36,1.2,0.08000000000000007,0.08000000000000007,20.5,20.5,25.0,16.0,4.5,4.5,3.5,3.5,6.0,1.0,2.5,2.5,13.5,13.5,16.0,11.0,2.5,2.5,1.5,1.5,2.0,1.0,0.5,0.5,31.17,31.17,36.1,26.24,4.9300000000000015,4.9300000000000015
Au2Te2,P-6m2,AB-187-hi,0.0370069087918401,AB,65.5,65.5,79,52,13.5,13.5,2.3200000000000003,2.3200000000000003,2.54,2.1,0.21999999999999997,0.21999999999999997,-9.540099999999999,-9.540099999999999,-9.3842,-9.696,0.15589999999999993,0.15589999999999993,-2.3807,-2.3807,-2.3142,-2.4472,0.0665,0.0665,-5.852399999999999,-5.852399999999999,-5.7531,-5.9517,0.09929999999999994,0.09929999999999994,2.34525,2.34525,3.9881,0.7024,1.6428500000000001,1.6428500000000001,1.0885500000000001,1.0885500000000001,1.2274,0.9497,0.13885000000000003,0.13885000000000003,1.29305,1.29305,1.4369,1.1492,0.14385000000000003,0.14385000000000003,0.53645,0.53645,0.6436,0.4293,0.10714999999999997,0.10714999999999997,1.395,1.395,1.44,1.35,0.04499999999999993,0.04499999999999993,1.1883,1.1883,1.2274,1.1492,0.039100000000000024,0.039100000000000024,1.37,1.37,1.38,1.36,0.009999999999999898,0.009999999999999898,20.5,20.5,25.0,16.0,4.5,4.5,3.5,3.5,6.0,1.0,2.5,2.5,13.5,13.5,16.0,11.0,2.5,2.5,1.5,1.5,2.0,1.0,0.5,0.5,36.55,36.55,37.0,36.1,0.4499999999999993,0.4499999999999993
BP,P-6m2,AB-187-df,0.8982029615220493,AB,10.0,10.0,15,5,5.0,5.0,2.115,2.115,2.19,2.04,0.07499999999999996,0.07499999999999996,-8.9103,-8.9103,-8.1261,-9.6945,0.7842000000000002,0.7842000000000002,-0.7826000000000001,-0.7826000000000001,0.0312,-1.5964,0.8138,0.8138,-4.556649999999999,-4.556649999999999,-3.6067,-5.5066,0.9499499999999999,0.9499499999999999,3.3244,3.3244,4.1941,2.4547,0.8696999999999999,0.8696999999999999,0.8180499999999999,0.8180499999999999,0.8336,0.8025,0.015550000000000008,0.015550000000000008,0.903,0.903,0.9712,0.8348,0.06819999999999998,0.06819999999999998,1.38955,1.38955,1.4172,1.3619,0.027649999999999952,0.027649999999999952,0.94,0.94,1.06,0.82,0.12000000000000005,0.12000000000000005,0.903,0.903,0.9712,0.8348,0.06819999999999998,0.06819999999999998,0.9550000000000001,0.9550000000000001,1.07,0.84,0.11500000000000005,0.11500000000000005,4.0,4.0,5.0,3.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,14.0,14.0,15.0,13.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,22.73,22.73,24.93,20.53,2.1999999999999993,2.1999999999999993
Ba2I2,P4/nmm,AB-129-bc,0.0,AB,54.5,54.5,56,53,1.5,1.5,1.7750000000000001,1.7750000000000001,2.66,0.89,0.885,0.885,-8.21955,-8.21955,-5.3475,-11.0916,2.8720499999999998,2.8720499999999998,-1.13035,-1.13035,1.0568,-3.3175,2.18715,2.18715,-5.1566,-5.1566,-3.2293,-7.0839,1.9273,1.9273,1.1530999999999998,1.1530999999999998,4.2268,-1.9206,3.0737,3.0737,1.54955,1.54955,2.1967,0.9024,0.64715,0.64715,1.72215,1.72215,2.3694,1.0749,0.6472500000000001,0.6472500000000001,0.8391,0.8391,1.2663,0.4119,0.42719999999999997,0.42719999999999997,1.655,1.655,1.98,1.33,0.32499999999999996,0.32499999999999996,1.6358,1.6358,2.1967,1.0749,0.5609,0.5609,1.77,1.77,2.15,1.39,0.38,0.38,9.5,9.5,17.0,2.0,7.5,7.5,4.5,4.5,7.0,2.0,2.5,2.5,9.5,9.5,17.0,2.0,7.5,7.5,0.5,0.5,1.0,0.0,0.5,0.5,153.65,153.65,272.7,34.6,119.05,119.05
Bi2Cl2,P4/nmm,AB-129-bc,0.0,AB,50.0,50.0,83,17,33.0,33.0,2.59,2.59,3.16,2.02,0.5700000000000001,0.5700000000000001,-10.8496,-10.8496,-7.8723,-13.8269,2.9773,2.9773,-2.6013,-2.6013,-1.5162,-3.6864,1.0851,1.0851,-6.58165,-6.58165,-4.5686,-8.5947,2.01305,2.01305,3.5384,3.5384,4.9242,2.1526,1.3858,1.3858,0.8342,0.8342,0.9899,0.6785,0.1557,0.1557,1.0292000000000001,1.0292000000000001,1.3017,0.7567,0.2725,0.2725,0.9479,0.9479,1.3489,0.5469,0.40099999999999997,0.40099999999999997,1.225,1.225,1.46,0.99,0.235,0.235,1.0292000000000001,1.0292000000000001,1.3017,0.7567,0.2725,0.2725,1.25,1.25,1.48,1.02,0.22999999999999998,0.22999999999999998,18.0,18.0,29.0,7.0,11.0,11.0,6.0,6.0,7.0,5.0,1.0,1.0,16.0,16.0,17.0,15.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,32.285,32.285,50.0,14.57,17.715,17.715
Bi2O2,P-6m2,AB-187-hi,0.12027701846549643,AB,45.5,45.5,83,8,37.5,37.5,2.73,2.73,3.44,2.02,0.71,0.71,-12.08915,-12.08915,-7.8723,-16.306,4.21685,4.21685,-2.1666499999999997,-2.1666499999999997,-1.5162,-2.8171,0.65045,0.65045,-6.79955,-6.79955,-4.5686,-9.0305,2.23095,2.23095,3.1805000000000003,3.1805000000000003,4.2084,2.1526,1.0279,1.0279,0.7253499999999999,0.7253499999999999,0.9899,0.4608,0.26455,0.26455,0.8675,0.8675,1.3017,0.4333,0.43420000000000003,0.43420000000000003,0.8109500000000001,0.8109500000000001,1.075,0.5469,0.26404999999999995,0.26404999999999995,1.095,1.095,1.46,0.73,0.365,0.365,0.8675,0.8675,1.3017,0.4333,0.43420000000000003,0.43420000000000003,1.07,1.07,1.48,0.66,0.41,0.41,17.5,17.5,29.0,6.0,11.5,11.5,5.5,5.5,6.0,5.0,0.5,0.5,15.5,15.5,16.0,15.0,0.5,0.5,2.5,2.5,3.0,2.0,0.5,0.5,27.62,27.62,50.0,5.24,22.380000000000003,22.380000000000003
Bi2S2,P4/mmm,AB-123-bd,0.0,AB,49.5,49.5,83,16,33.5,33.5,2.3,2.3,2.58,2.02,0.28,0.28,-9.79855,-9.79855,-7.8723,-11.7248,1.92625,1.92625,-2.05755,-2.05755,-1.5162,-2.5989,0.54135,0.54135,-5.7885,-5.7885,-4.5686,-7.0084,1.2199,1.2199,3.39605,3.39605,4.6395,2.1526,1.24345,1.24345,0.8686,0.8686,0.9899,0.7473,0.12130000000000002,0.12130000000000002,1.0755000000000001,1.0755000000000001,1.3017,0.8493,0.2262,0.2262,0.9701500000000001,0.9701500000000001,1.3934,0.5469,0.42324999999999996,0.42324999999999996,1.24,1.24,1.46,1.02,0.21999999999999997,0.21999999999999997,1.0755000000000001,1.0755000000000001,1.3017,0.8493,0.2262,0.2262,1.2650000000000001,1.2650000000000001,1.48,1.05,0.21499999999999997,0.21499999999999997,17.5,17.5,29.0,6.0,11.5,11.5,5.5,5.5,6.0,5.0,0.5,0.5,15.5,15.5,16.0,15.0,0.5,0.5,2.5,2.5,3.0,2.0,0.5,0.5,34.685,34.685,50.0,19.37,15.315,15.315
Bi2Se2,C2/m,AB-12-i,0.16104112663369827,AB,58.5,58.5,83,34,24.5,24.5,2.285,2.285,2.55,2.02,0.2649999999999999,0.2649999999999999,-9.3331,-9.3331,-7.8723,-10.7939,1.4608000000000003,1.4608000000000003,-2.0253,-2.0253,-1.5162,-2.5344,0.5091000000000001,0.5091000000000001,-5.53955,-5.53955,-4.5686,-6.5105,0.9709500000000002,0.9709500000000002,3.44775,3.44775,4.7429,2.1526,1.2951499999999998,1.2951499999999998,0.8948,0.8948,0.9899,0.7997,0.09510000000000002,0.09510000000000002,1.12975,1.12975,1.3017,0.9578,0.17195000000000005,0.17195000000000005,0.39330000000000004,0.39330000000000004,0.5469,0.2397,0.15360000000000004,0.15360000000000004,1.31,1.31,1.46,1.16,0.15000000000000002,0.15000000000000002,1.12975,1.12975,1.3017,0.9578,0.17195000000000005,0.17195000000000005,1.3399999999999999,1.3399999999999999,1.48,1.2,0.14,0.14,22.5,22.5,29.0,16.0,6.5,6.5,5.5,5.5,6.0,5.0,0.5,0.5,15.5,15.5,16.0,15.0,0.5,0.5,2.5,2.5,3.0,2.0,0.5,0.5,38.12,38.12,50.0,26.24,11.88,11.88
Bi2Te2,C2/m,AB-12-i,0.0,AB,67.5,67.5,83,52,15.5,15.5,2.06,2.06,2.1,2.02,0.040000000000000036,0.040000000000000036,-8.78415,-8.78415,-7.8723,-9.696,0.9118499999999998,0.9118499999999998,-1.9817,-1.9817,-1.5162,-2.4472,0.4655,0.4655,-5.260149999999999,-5.260149999999999,-4.5686,-5.9517,0.6915499999999999,0.6915499999999999,3.0703500000000004,3.0703500000000004,3.9881,2.1526,0.9177500000000001,0.9177500000000001,0.9698,0.9698,0.9899,0.9497,0.020100000000000007,0.020100000000000007,1.22545,1.22545,1.3017,1.1492,0.07625000000000004,0.07625000000000004,0.48810000000000003,0.48810000000000003,0.5469,0.4293,0.05880000000000002,0.05880000000000002,1.405,1.405,1.46,1.35,0.05499999999999994,0.05499999999999994,1.22545,1.22545,1.3017,1.1492,0.07625000000000004,0.07625000000000004,1.43,1.43,1.48,1.38,0.050000000000000044,0.050000000000000044,22.5,22.5,29.0,16.0,6.5,6.5,5.5,5.5,6.0,5.0,0.5,0.5,15.5,15.5,16.0,15.0,0.5,0.5,2.5,2.5,3.0,2.0,0.5,0.5,43.5,43.5,50.0,37.0,6.5,6.5
Cu2Br2,P-1,AB-2-i,1.5220541658489855,AB,32.0,32.0,35,29,3.0,3.0,2.4299999999999997,2.4299999999999997,2.96,1.9,0.53,0.53,-10.3977,-10.3977,-8.291,-12.5044,2.1067,2.1067,-2.4739,-2.4739,-1.4328,-3.515,1.0411000000000001,1.0411000000000001,-6.23335,-6.23335,-4.6082,-7.8585,1.62515,1.62515,3.3880999999999997,3.3880999999999997,5.4193,1.3569,2.0312,2.0312,0.9767999999999999,0.9767999999999999,1.2022,0.7514,0.2254,0.2254,1.0663,1.0663,1.2492,0.8834,0.18290000000000006,0.18290000000000006,0.27355,0.27355,0.319,0.2281,0.045450000000000004,0.045450000000000004,1.2599999999999998,1.2599999999999998,1.38,1.14,0.12,0.12,1.0428,1.0428,1.2022,0.8834,0.1594,0.1594,1.26,1.26,1.32,1.2,0.06000000000000005,0.06000000000000005,14.0,14.0,17.0,11.0,3.0,3.0,4.0,4.0,7.0,1.0,3.0,3.0,14.0,14.0,17.0,11.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,37.62,37.62,53.44,21.8,15.819999999999999,15.819999999999999
Ga2Br2,P4/nmm,AB-129-bc,2.124632077140449,AB,33.0,33.0,35,31,2.0,2.0,2.385,2.385,2.96,1.81,0.575,0.575,-9.06825,-9.06825,-5.6321,-12.5044,3.43615,3.43615,-1.6943000000000001,-1.6943000000000001,0.1264,-3.515,1.8207000000000002,1.8207000000000002,-5.2188,-5.2188,-2.5791,-7.8585,2.6397,2.6397,4.34615,4.34615,5.4193,3.273,1.0731499999999998,1.0731499999999998,0.8770499999999999,0.8770499999999999,1.0027,0.7514,0.12564999999999998,0.12564999999999998,1.1137000000000001,1.1137000000000001,1.344,0.8834,0.23030000000000006,0.23030000000000006,0.2552,0.2552,0.2823,0.2281,0.0271,0.0271,1.2,1.2,1.26,1.14,0.06000000000000005,0.06000000000000005,1.1137000000000001,1.1137000000000001,1.344,0.8834,0.23030000000000006,0.23030000000000006,1.21,1.21,1.22,1.2,0.010000000000000009,0.010000000000000009,15.0,15.0,17.0,13.0,2.0,2.0,5.0,5.0,7.0,3.0,2.0,2.0,15.0,15.0,17.0,13.0,2.0,2.0,3.0,3.0,5.0,1.0,2.0,2.0,36.6,36.6,51.4,21.8,14.799999999999999,14.799999999999999
Hf2Br2,P4/nmm,AB-129-bc,0.0,AB,53.5,53.5,72,35,18.5,18.5,2.13,2.13,2.96,1.3,0.83,0.83,-9.50145,-9.50145,-6.4985,-12.5044,3.0029500000000002,3.0029500000000002,-1.3689,-1.3689,0.7772,-3.515,2.1461,2.1461,-5.2761000000000005,-5.2761000000000005,-2.6937,-7.8585,2.5824,2.5824,2.4705999999999997,2.4705999999999997,5.4193,-0.4781,2.9486999999999997,2.9486999999999997,1.144,1.144,1.5366,0.7514,0.3926,0.3926,1.3075,1.3075,1.7316,0.8834,0.42410000000000003,0.42410000000000003,0.5616,0.5616,0.8951,0.2281,0.3335,0.3335,1.3199999999999998,1.3199999999999998,1.5,1.14,0.18000000000000005,0.18000000000000005,0.88925,0.88925,0.8951,0.8834,0.005850000000000022,0.005850000000000022,1.475,1.475,1.75,1.2,0.275,0.275,17.5,17.5,18.0,17.0,0.5,0.5,5.5,5.5,7.0,4.0,1.5,1.5,10.5,10.5,17.0,4.0,6.5,6.5,4.5,4.5,8.0,1.0,3.5,3.5,65.4,65.4,109.0,21.8,43.6,43.6
In2Br2,P-1,AB-2-i,1.3384476282198323,AB,42.0,42.0,49,35,7.0,7.0,2.37,2.37,2.96,1.78,0.59,0.59,-8.9101,-8.9101,-5.3158,-12.5044,3.5943,3.5943,-1.76315,-1.76315,-0.0113,-3.515,1.75185,1.75185,-5.1883,-5.1883,-2.5181,-7.8585,2.6702000000000004,2.6702000000000004,4.05805,4.05805,5.4193,2.6968,1.3612499999999998,1.3612499999999998,0.9460500000000001,0.9460500000000001,1.1407,0.7514,0.19465000000000005,0.19465000000000005,1.19835,1.19835,1.5133,0.8834,0.31495000000000006,0.31495000000000006,0.3605,0.3605,0.4929,0.2281,0.13240000000000002,0.13240000000000002,1.29,1.29,1.44,1.14,0.15000000000000002,0.15000000000000002,1.19835,1.19835,1.5133,0.8834,0.31495000000000006,0.31495000000000006,1.31,1.31,1.42,1.2,0.10999999999999999,0.10999999999999999,15.0,15.0,17.0,13.0,2.0,2.0,5.0,5.0,7.0,3.0,2.0,2.0,15.0,15.0,17.0,13.0,2.0,2.0,3.0,3.0,5.0,1.0,2.0,2.0,41.9,41.9,62.0,21.8,20.1,20.1
